casrn,inchikey,inchi_code,target,consensus_call,consensus_score,label,label_provenance,inchikey_source
10595-95-6(2),RTDCJKARQCRONF-UHFFFAOYSA-N,"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
10599-70-9(2),KBSVBCHYXYXDAG-UHFFFAOYSA-N,"InChI=1S/C8H10O2/c1-5-4-8(6(2)9)7(3)10-5/h4H,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-02-5(2),FKUPPRZPSYCDRS-UHFFFAOYSA-N,InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2,ER,inactive,,0,cerapp_experimental_functional,inchi
106-14-9(4),ULQISTXYYBZJSJ-UHFFFAOYSA-N,"InChI=1S/C18H36O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h17,19H,2-16H2,1H3,(H,20,21)",ER,inactive,,0,cerapp_experimental_functional,inchi
106-19-4(2),NKOUWLLFHNBUDW-UHFFFAOYSA-N,"InChI=1S/C12H22O4/c1-3-9-15-11(13)7-5-6-8-12(14)16-10-4-2/h3-10H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-20-7(2),SAIKULLUBZKPDA-UHFFFAOYSA-N,"InChI=1S/C16H35N/c1-5-9-11-15(7-3)13-17-14-16(8-4)12-10-6-2/h15-17H,5-14H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-21-8(2),PRNCMAKCNVRZFX-UHFFFAOYSA-N,"InChI=1S/C10H22O/c1-9(2)5-4-6-10(3)7-8-11/h9-11H,4-8H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"106-22-9(4), 7540-51-4(2)",QMVPMAAFGQKVCJ-UHFFFAOYSA-N,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-23-0(2),NEHNMFOYXAPHSD-UHFFFAOYSA-N,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-24-1(6),GLZPCOQZEFWAFX-JXMROGBWSA-N,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",ER,inactive,,0,cerapp_experimental_functional,inchi
106-27-4(2),PQLMXFQTAMDXIZ-UHFFFAOYSA-N,"InChI=1S/C9H18O2/c1-4-5-9(10)11-7-6-8(2)3/h8H,4-7H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-29-6(2),ZSBOMYJPSRFZAL-JLHYYAGUSA-N,"InChI=1S/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10+",ER,inactive,,0,cerapp_experimental_functional,inchi
106-30-9(2),TVQGDYNRXLTQAP-UHFFFAOYSA-N,"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-31-0(2),YHASWHZGWUONAO-UHFFFAOYSA-N,"InChI=1S/C8H14O3/c1-3-5-7(9)11-8(10)6-4-2/h3-6H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-33-2(2),MMXKVMNBHPAILY-UHFFFAOYSA-N,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-36-5(2),MCSINKKTEDDPNK-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-37-6(4),SWJPEBQEEAHIGZ-UHFFFAOYSA-N,InChI=1S/C6H4Br2/c7-5-1-2-6(8)4-3-5/h1-4H,ER,inactive,,0,cerapp_experimental_functional,inchi
106-38-7(2),ZBTMRBYMKUEVEU-UHFFFAOYSA-N,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-40-1(4),WDFQBORIUYODSI-UHFFFAOYSA-N,"InChI=1S/C6H6BrN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-41-2(1),GZFGOTFRPZRKDS-UHFFFAOYSA-N,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",ER,active,,1,cerapp_experimental_functional,inchi
106-42-3(2),URLKBWYHVLBVBO-UHFFFAOYSA-N,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-43-4(4),NPDACUSDTOMAMK-UHFFFAOYSA-N,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-45-6(2),WLHCBQAPPJAULW-UHFFFAOYSA-N,"InChI=1S/C7H8S/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-46-7(6),OCJBOOLMMGQPQU-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,ER,inactive,,0,cerapp_experimental_functional,inchi
106-48-9(6),WXNZTHHGJRFXKQ-UHFFFAOYSA-N,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",ER,inactive,,0,cerapp_experimental_functional,inchi
"106-49-0(4), 540-23-8(2)",RZXMPPFPUUCRFN-UHFFFAOYSA-N,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-50-3(6),CBCKQZAAMUWICA-UHFFFAOYSA-N,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-51-4(4),AZQWKYJCGOJGHM-UHFFFAOYSA-N,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,ER,inactive,,0,cerapp_experimental_functional,inchi
106-63-8(2),CFVWNXQPGQOHRJ-UHFFFAOYSA-N,"InChI=1S/C7H12O2/c1-4-7(8)9-5-6(2)3/h4,6H,1,5H2,2-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-65-0(4),MUXOBHXGJLMRAB-UHFFFAOYSA-N,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-68-3(2),RHLVCLIPMVJYKS-UHFFFAOYSA-N,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-69-4(2),ZWVMLYRJXORSEP-UHFFFAOYSA-N,"InChI=1S/C6H14O3/c7-4-2-1-3-6(9)5-8/h6-9H,1-5H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-71-8(2),AEPWOCLBLLCOGZ-UHFFFAOYSA-N,"InChI=1S/C6H7NO2/c1-2-6(8)9-5-3-4-7/h2H,1,3,5H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-72-9(2),YGFGZTXGYTUXBA-UHFFFAOYSA-N,"InChI=1S/C9H16O/c1-8(2)5-4-6-9(3)7-10/h5,7,9H,4,6H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-75-2(2),XFSAZBKSWGOXRH-UHFFFAOYSA-N,InChI=1S/C6H8Cl2O5/c7-5(9)12-3-1-11-2-4-13-6(8)10/h1-4H2,ER,inactive,,0,cerapp_experimental_functional,inchi
106-79-6(2),ALOUNLDAKADEEB-UHFFFAOYSA-N,"InChI=1S/C12H22O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h3-10H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-87-6(4),OECTYKWYRCHAKR-UHFFFAOYSA-N,"InChI=1S/C8H12O2/c1-2-6-7(10-6)3-5(1)8-4-9-8/h5-8H,1-4H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-88-7(2),RBACIKXCRWGCBB-UHFFFAOYSA-N,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-89-8(4),BRLQWZUYTZBJKN-UHFFFAOYSA-N,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-91-2(4),VOZRXNHHFUQHIL-UHFFFAOYSA-N,"InChI=1S/C7H10O3/c1-5(2)7(8)10-4-6-3-9-6/h6H,1,3-4H2,2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-92-3(2),LSWYGACWGAICNM-UHFFFAOYSA-N,"InChI=1S/C6H10O2/c1-2-3-7-4-6-5-8-6/h2,6H,1,3-5H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106-93-4(4),PAAZPARNPHGIKF-UHFFFAOYSA-N,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,ER,inactive,,0,cerapp_experimental_functional,inchi
106-94-5(2),CYNYIHKIEHGYOZ-UHFFFAOYSA-N,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106-95-6(2),BHELZAPQIKSEDF-UHFFFAOYSA-N,"InChI=1S/C3H5Br/c1-2-3-4/h2H,1,3H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106017-08-7(2),NJCJBUHJQLFDSW-UHFFFAOYSA-N,"InChI=1S/C17H18FN3O3S/c1-19-2-4-20(5-3-19)14-12(18)8-10-13-16(14)25-7-6-21(13)9-11(15(10)22)17(23)24/h8-9H,2-7H2,1H3,(H,23,24)",ER,inactive,,0,cerapp_experimental_functional,inchi
10605-21-7(4),TWFZGCMQGLPBSX-UHFFFAOYSA-N,"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",ER,inactive,,0,cerapp_experimental_functional,inchi
106133-22-6(2),IQXXEPZFOOTTBA-UHFFFAOYSA-N,"InChI=1S/C11H16N2/c1-2-4-11(5-3-1)10-13-8-6-12-7-9-13/h1-5,12H,6-10H2",ER,inactive,,0,cerapp_experimental_functional,inchi
106134-32-1(2),YYGZCHLVUTUNGZ-UHFFFAOYSA-N,"InChI=1S/C19H25N3O/c1-14-7-4-8-15(2)18(14)22(19(23)16(3)20)12-6-10-17-9-5-11-21-13-17/h4-5,7-9,11,13,16H,6,10,12,20H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1061517-62-1(2),HMGSYODAZJHCRL-UHFFFAOYSA-N,"InChI=1S/C34H32N4O4/c1-3-42-28-9-6-8-26(20-28)38-22-31(35-32(38)24-13-11-23(2)12-14-24)33(39)37-17-15-36(16-18-37)27-19-25-7-4-5-10-29(25)30(21-27)34(40)41/h4-14,19-22H,3,15-18H2,1-2H3,(H,40,41)",ER,inactive,,0,cerapp_experimental_functional,inchi
1062243-51-9(2),DJNZZLZKAXGMMC-UHFFFAOYSA-N,"InChI=1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)",ER,active,,1,cerapp_experimental_functional,inchi
106266-06-2(2),RAPZEAPATHNIPO-UHFFFAOYSA-N,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106308-44-5(2),POGQSBRIGCQNEG-UHFFFAOYSA-N,"InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17)",ER,inactive,,0,cerapp_experimental_functional,inchi
106463-17-6(2),DRHKJLXJIQTDTD-UHFFFAOYSA-N,"InChI=1S/C20H28N2O5S/c1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)",ER,inactive,,0,cerapp_experimental_functional,inchi
106516-24-9(4),GZKLJWGUPQBVJQ-UHFFFAOYSA-N,"InChI=1S/C24H26ClFN4O/c25-18-1-6-23-21(15-18)22(16-30(23)20-4-2-19(26)3-5-20)17-7-10-28(11-8-17)13-14-29-12-9-27-24(29)31/h1-6,15-17H,7-14H2,(H,27,31)",ER,inactive,,0,cerapp_experimental_functional,inchi
106560-14-9(2),HGGAKXAHAYOLDJ-UHFFFAOYSA-N,"InChI=1S/C12H15NO5S/c1-5(14)7-10(15)13-8(12(16)17)9(19-11(7)13)6-3-2-4-18-6/h5-7,11,14H,2-4H2,1H3,(H,16,17)",ER,inactive,,0,cerapp_experimental_functional,inchi
106685-40-9(2),LZCDAPDGXCYOEH-UHFFFAOYSA-N,"InChI=1S/C28H28O3/c1-31-26-7-6-23(21-2-3-22-12-24(27(29)30)5-4-20(22)11-21)13-25(26)28-14-17-8-18(15-28)10-19(9-17)16-28/h2-7,11-13,17-19H,8-10,14-16H2,1H3,(H,29,30)",ER,active,,1,cerapp_experimental_functional,inchi
1067-25-0(2),HQYALQRYBUJWDH-UHFFFAOYSA-N,"InChI=1S/C6H16O3Si/c1-5-6-10(7-2,8-3)9-4/h5-6H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1067-53-4(4),WOXXJEVNDJOOLV-UHFFFAOYSA-N,"InChI=1S/C11H24O6Si/c1-5-18(15-9-6-12-2,16-10-7-13-3)17-11-8-14-4/h5H,1,6-11H2,2-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
106797-53-9(2),GJKGAPPUXSSCFI-UHFFFAOYSA-N,"InChI=1S/C12H16O4/c1-12(2,15)11(14)9-3-5-10(6-4-9)16-8-7-13/h3-6,13,15H,7-8H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1068967-96-3(2),YNVKAENVJKEMOU-UHFFFAOYSA-N,"InChI=1S/C20H16FN5O/c1-12-11-26(18-7-6-14(21)9-15(12)18)25-20(27)16-10-23-19(24-13(16)2)17-5-3-4-8-22-17/h3-11H,1-2H3,(H,25,27)",ER,inactive,,0,cerapp_experimental_functional,inchi
106941-25-7(2),SUPKOOSCJHTBAH-UHFFFAOYSA-N,"InChI=1S/C8H12N5O4P/c9-7-6-8(11-3-10-7)13(4-12-6)1-2-17-5-18(14,15)16/h3-4H,1-2,5H2,(H2,9,10,11)(H2,14,15,16)",ER,inactive,,0,cerapp_experimental_functional,inchi
107-02-8(2),HGINCPLSRVDWNT-UHFFFAOYSA-N,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-04-0(4),IBYHHJPAARCAIE-UHFFFAOYSA-N,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,ER,inactive,,0,cerapp_experimental_functional,inchi
107-05-1(2),OSDWBNJEKMUWAV-UHFFFAOYSA-N,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2",ER,active,,1,cerapp_experimental_functional,inchi
107-06-2(2),WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,ER,inactive,,0,cerapp_experimental_functional,inchi
107-07-3(2),SZIFAVKTNFCBPC-UHFFFAOYSA-N,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-12-0(2),FVSKHRXBFJPNKK-UHFFFAOYSA-N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-13-1(4),NLHHRLWOUZZQLW-UHFFFAOYSA-N,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-14-2(2),RENMDAKOXSCIGH-UHFFFAOYSA-N,InChI=1S/C2H2ClN/c3-1-2-4/h1H2,ER,inactive,,0,cerapp_experimental_functional,inchi
"107-15-3(4), 5700-49-2(2)",PIICEJLVQHRZGT-UHFFFAOYSA-N,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,ER,inactive,,0,cerapp_experimental_functional,inchi
107-18-6(4),XXROGKLTLUQVRX-UHFFFAOYSA-N,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-19-7(2),TVDSBUOJIPERQY-UHFFFAOYSA-N,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-20-0(2),QSKPIOLLBIHNAC-UHFFFAOYSA-N,"InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-21-1(4),LYCAIKOWRPUZTN-UHFFFAOYSA-N,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107-22-2(4),LEQAOMBKQFMDFZ-UHFFFAOYSA-N,InChI=1S/C2H2O2/c3-1-2-4/h1-2H,ER,inactive,,0,cerapp_experimental_functional,inchi
107-30-2(4),XJUZRXYOEPSWMB-UHFFFAOYSA-N,"InChI=1S/C2H5ClO/c1-4-2-3/h2H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-31-3(2),TZIHFWKZFHZASV-UHFFFAOYSA-N,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-35-7(4),XOAAWQZATWQOTB-UHFFFAOYSA-N,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",ER,inactive,,0,cerapp_experimental_functional,inchi
"107-39-1(2), 25167-70-8(2)",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-40-4(2),LAAVYEUJEMRIGF-UHFFFAOYSA-N,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h6H,1-5H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-41-5(4),SVTBMSDMJJWYQN-UHFFFAOYSA-N,"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"107-43-7(4), 590-46-5(4), 590-47-6(2)",KWIUHFFTVRNATP-UHFFFAOYSA-O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1",ER,inactive,,0,cerapp_experimental_functional,inchi
107-45-9(2),QIJIUJYANDSEKG-UHFFFAOYSA-N,"InChI=1S/C8H19N/c1-7(2,3)6-8(4,5)9/h6,9H2,1-5H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-46-0(6),UQEAIHBTYFGYIE-UHFFFAOYSA-N,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-49-3(2),IDCBOTIENDVCBQ-UHFFFAOYSA-N,"InChI=1S/C8H20O7P2/c1-5-11-16(9,12-6-2)15-17(10,13-7-3)14-8-4/h5-8H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-51-7(2),CXQXSVUQTKDNFP-UHFFFAOYSA-N,"InChI=1S/C8H24O2Si3/c1-11(2,3)9-13(7,8)10-12(4,5)6/h1-8H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-54-0(2),NECRQCBKTGZNMH-UHFFFAOYSA-N,"InChI=1S/C8H14O/c1-5-8(4,9)6-7(2)3/h1,7,9H,6H2,2-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-58-4(2),XFHJDMUEHUHAJW-UHFFFAOYSA-N,"InChI=1S/C7H13NO/c1-5-6(9)8-7(2,3)4/h5H,1H2,2-4H3,(H,8,9)",ER,inactive,,0,cerapp_experimental_functional,inchi
107-66-4(2),JYFHYPJRHGVZDY-UHFFFAOYSA-N,"InChI=1S/C8H19O4P/c1-3-5-7-11-13(9,10)12-8-6-4-2/h3-8H2,1-2H3,(H,9,10)",ER,inactive,,0,cerapp_experimental_functional,inchi
107-70-0(2),KOKPBCHLPVDQTK-UHFFFAOYSA-N,"InChI=1S/C7H14O2/c1-6(8)5-7(2,3)9-4/h5H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-74-4(2),FPCCDPXRNNVUOM-UHFFFAOYSA-N,"InChI=1S/C10H22O2/c1-9(6-8-11)5-4-7-10(2,3)12/h9,11-12H,4-8H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-75-5(4),WPFVBOQKRVRMJB-UHFFFAOYSA-N,"InChI=1S/C10H20O2/c1-9(6-8-11)5-4-7-10(2,3)12/h8-9,12H,4-7H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-83-5(2),AFABGHUZZDYHJO-UHFFFAOYSA-N,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-86-8(2),SEPQTYODOKLVSB-UHFFFAOYSA-N,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-87-9(4),XNLICIUVMPYHGG-UHFFFAOYSA-N,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-88-0(4),PUPZLCDOIYMWBV-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
107-94-8(2),QEYMMOKECZBKAC-UHFFFAOYSA-N,"InChI=1S/C3H5ClO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)",ER,inactive,,0,cerapp_experimental_functional,inchi
107-96-0(2),DKIDEFUBRARXTE-UHFFFAOYSA-N,"InChI=1S/C3H6O2S/c4-3(5)1-2-6/h6H,1-2H2,(H,4,5)",ER,inactive,,0,cerapp_experimental_functional,inchi
107-98-2(4),ARXJGSRGQADJSQ-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1070-11-7(2),AEUTYOVWOVBAKS-UHFFFAOYSA-N,"InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1070-70-8(2),JHWGFJBTMHEZME-UHFFFAOYSA-N,"InChI=1S/C10H14O4/c1-3-9(11)13-7-5-6-8-14-10(12)4-2/h3-4H,1-2,5-8H2",ER,inactive,,0,cerapp_experimental_functional,inchi
107007-99-8(2),MFWNKCLOYSRHCJ-UHFFFAOYSA-N,"InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)",ER,inactive,,0,cerapp_experimental_functional,inchi
107071-66-9(2),NHKWRRHZTGQJMT-UHFFFAOYSA-N,"InChI=1S/C33H40N2O/c36-33(20-12-4-2-1-3-7-14-29-15-13-23-34-27-29)35-24-21-28(22-25-35)26-32(30-16-8-5-9-17-30)31-18-10-6-11-19-31/h5-6,8-11,13,15-19,23,26-28H,1-4,7,12,14,20-22,24-25H2",ER,active,,1,cerapp_experimental_functional,inchi
1071-93-8(2),IBVAQQYNSHJXBV-UHFFFAOYSA-N,"InChI=1S/C6H14N4O2/c7-9-5(11)3-1-2-4-6(12)10-8/h1-4,7-8H2,(H,9,11)(H,10,12)",ER,inactive,,0,cerapp_experimental_functional,inchi
1072-15-7(2),KETHQOOVMIVLCH-UHFFFAOYSA-N,"InChI=1S/C9H20O4S/c1-2-3-4-5-6-7-8-9-13-14(10,11)12/h2-9H2,1H3,(H,10,11,12)",ER,inactive,,0,cerapp_experimental_functional,inchi
1072-53-3(2),ZPFAVCIQZKRBGF-UHFFFAOYSA-N,InChI=1S/C2H4O4S/c3-7(4)5-1-2-6-7/h1-2H2,ER,inactive,,0,cerapp_experimental_functional,inchi
1072-67-9(2),FKPXGNGUVSHWQQ-UHFFFAOYSA-N,"InChI=1S/C4H6N2O/c1-3-2-4(5)6-7-3/h2H,1H3,(H2,5,6)",ER,inactive,,0,cerapp_experimental_functional,inchi
1072-71-5(2),BIGYLAKFCGVRAN-UHFFFAOYSA-N,"InChI=1S/C2H2N2S3/c5-1-3-4-2(6)7-1/h(H,3,5)(H,4,6)",ER,inactive,,0,cerapp_experimental_functional,inchi
1072-83-9(2),IGJQUJNPMOYEJY-UHFFFAOYSA-N,"InChI=1S/C6H7NO/c1-5(8)6-3-2-4-7-6/h2-4,7H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1074-12-0(2),OJUGVDODNPJEEC-UHFFFAOYSA-N,InChI=1S/C8H6O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6H,ER,inactive,,0,cerapp_experimental_functional,inchi
107534-96-3(4),PXMNMQRDXWABCY-UHFFFAOYSA-N,"InChI=1S/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1076-56-8(2),LSQXNMXDFRRDSJ-UHFFFAOYSA-N,"InChI=1S/C11H16O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h5-8H,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
1076-97-7(2),PXGZQGDTEZPERC-UHFFFAOYSA-N,"InChI=1S/C8H12O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)",ER,inactive,,0,cerapp_experimental_functional,inchi
1077-28-7(6),AGBQKNBQESQNJD-UHFFFAOYSA-N,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)",ER,inactive,,0,cerapp_experimental_functional,inchi
107724-20-9(2),JUKPWJGBANNWMW-UHFFFAOYSA-N,"InChI=1S/C24H30O6/c1-21-7-4-14(25)10-13(21)11-15(20(27)28-3)19-16-5-8-23(9-6-18(26)30-23)22(16,2)12-17-24(19,21)29-17/h10,15-17,19H,4-9,11-12H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
